PopSize: 200 MutationProb: 0,25 CrossoverProb: 0,7 GenCount: 300 Tour: 4; Best; Avg; Worst;
1; 25322,274143219; 28550,5963159561; 32084,1326293945;
2; 23623,8008460999; 27032,8722281837; 30987,5160179138;
3; 22593,4081306458; 26321,3331944275; 30396,8586387634;
4; 22593,4081306458; 25529,8769944572; 29247,078660965;
5; 20214,9027290344; 24685,7535948277; 27983,6016540527;
6; 20214,9027290344; 24324,1519491863; 28527,544380188;
7; 20047,0902290344; 23486,9078032112; 27846,3323249817;
8; 19524,8274116516; 22176,8996257687; 25357,2889595032;
9; 19524,8274116516; 20837,9221192265; 24422,8987007141;
10; 18943,2496833801; 20368,6855898666; 23805,8724403381;
11; 18866,4803276062; 20323,4581132317; 22657,1921730042;
12; 18125,1920280457; 20054,3552339363; 22615,2385444641;
13; 18053,6363639832; 19936,3782795334; 22520,4098930359;
14; 18031,3866539001; 19698,1546333885; 22410,4615440369;
15; 17718,9030723572; 19340,3293714809; 22207,2357635498;
16; 17489,80651474; 19023,462243681; 23007,7512550354;
17; 17019,7678985596; 18700,3871200562; 22956,4899902344;
18; 16659,6080932617; 18346,6510801315; 21238,251083374;
19; 16317,3527793884; 18087,9861905098; 21372,3687057495;
20; 15911,6108207703; 17728,1598582077; 20541,4748382568;
21; 15450,8425750732; 17442,9285616302; 20361,0575141907;
22; 14934,667552948; 17238,5789261341; 21537,4241676331;
23; 14924,677028656; 16748,9252976227; 19859,3752059937;
24; 14614,9405632019; 16444,5413766861; 18896,9344749451;
25; 14330,4802055359; 15963,6831941414; 19329,9899253845;
26; 14037,9553260803; 15775,2187808418; 18759,2924156189;
27; 14037,9553260803; 15537,9218512344; 18638,1041412354;
28; 13380,1821022034; 15290,2623523521; 17635,9857292175;
29; 13329,5121383667; 14806,5805068398; 17999,7489280701;
30; 13100,9284324646; 14408,0839115524; 17749,4666404724;
31; 13003,9288444519; 14011,300200758; 16895,3836479187;
32; 13003,9288444519; 13739,4268161106; 16242,2432975769;
33; 12968,8535652161; 13647,5563061714; 15778,8038368225;
34; 12968,8535652161; 13787,0191703129; 16520,5742607117;
35; 12869,6538505554; 13698,3678988457; 16193,7317123413;
36; 12399,5392494202; 13684,8971343613; 16110,902381897;
37; 12399,5392494202; 13462,3685060596; 16126,3785896301;
38; 12223,8441810608; 13252,8577392101; 15681,580242157;
39; 12201,1552619934; 13254,4325776291; 15825,5266838074;
40; 11902,0300788879; 13045,9103296852; 15326,2516593933;
41; 11902,0300788879; 13107,4843373013; 15638,6290092468;
42; 11902,0300788879; 12797,9889624977; 15601,6623153687;
43; 11775,6097679138; 12695,8488811111; 16277,4048652649;
44; 11637,903591156; 12653,8146845436; 15589,278049469;
45; 11637,903591156; 12432,1024298286; 14981,8687324524;
46; 11637,903591156; 12480,111570816; 14828,1806755066;
47; 11587,2335243225; 12442,3335757828; 15418,9471549988;
48; 11432,9559440613; 12156,1752303982; 14607,1843528748;
49; 11371,5505332947; 12073,4586052227; 14643,5906486511;
50; 11276,2969169617; 11949,9201596069; 15779,6456184387;
51; 10924,3885612488; 11871,6514351082; 14509,6907997131;
52; 10595,4581489563; 11765,8859308147; 13987,3364295959;
53; 10595,4581489563; 11534,0423894882; 13827,8759117126;
54; 10421,0481529236; 11527,6874111366; 15192,1493873596;
55; 10340,7648849487; 11253,2542004776; 15505,0329246521;
56; 10307,1793746948; 11079,4674808788; 14887,8439788818;
57; 10307,1793746948; 11040,0735874558; 14449,6679916382;
58; 10095,5600471497; 11121,8270988655; 14242,9525871277;
59; 10095,5600471497; 11272,2647374916; 16238,2342033386;
60; 10095,5600471497; 11214,9316954231; 13894,0414390564;
61; 10045,0622291565; 10839,350483036; 13944,5413246155;
62; 10005,6073036194; 10773,1818652821; 14461,5840492249;
63; 9742,57291030884; 10745,3934359169; 14545,2805213928;
64; 9742,57291030884; 10794,4819027901; 14182,5379371643;
65; 9742,57291030884; 10897,6952209091; 13505,0371055603;
66; 9742,57291030884; 10841,0011343002; 13554,5022850037;
67; 9742,57291030884; 10753,4036701679; 14004,0483283997;
68; 9565,22373199463; 10675,0599099636; 13416,8770866394;
69; 9565,22373199463; 10609,9816589737; 13749,4394798279;
70; 9537,8879737854; 10367,4615923882; 14183,8019371033;
71; 9537,8879737854; 10136,8671766567; 13312,5926017761;
72; 9468,13262557983; 10114,4525070572; 13627,2177658081;
73; 9468,13262557983; 10089,7638612556; 12854,9351005554;
74; 9468,13262557983; 10058,1321218109; 12652,4660682678;
75; 9468,13262557983; 9855,61546649933; 13054,0008888245;
76; 9468,13262557983; 9993,40052137375; 13226,6666526794;
77; 9468,13262557983; 9974,42316940308; 13046,1888008118;
78; 9461,74287796021; 10144,1328463268; 12593,6180686951;
79; 9409,38750839233; 9983,1467556572; 12942,8814888;
80; 9386,55221939087; 10030,370479641; 13504,0074577332;
81; 9360,51058578491; 10048,5410884285; 13300,045135498;
82; 9360,51058578491; 10039,7431229496; 13002,8895149231;
83; 9180,4787940979; 9904,96359374046; 12851,9823112488;
84; 9180,4787940979; 9995,67014263153; 12918,0196342468;
85; 9154,43716049194; 9672,70245857239; 13089,2863273621;
86; 9154,43716049194; 9485,49722606659; 12801,7387199402;
87; 9142,2759513855; 9429,62171895981; 11436,0960121155;
