PopSize: 200 MutationProb: 0,25 CrossoverProb: 0,7 GenCount: 300 Tour: 4; Best; Avg; Worst;
1; 25115,3055534363; 28330,5083181858; 33043,2636108398;
2; 24132,8613891602; 27090,753229723; 31262,3013534546;
3; 24118,1074905396; 26460,7210049057; 29857,3128623962;
4; 22694,6780395508; 25691,5415404797; 28925,4770851135;
5; 22554,2358932495; 25090,513348999; 28155,6064147949;
6; 22300,6293869019; 24621,589926157; 28712,6606674194;
7; 20914,9095153809; 24006,0016468048; 27725,2253265381;
8; 19745,8558883667; 23470,2052577686; 27034,5161895752;
9; 19745,8558883667; 23011,2461192608; 27051,1255340576;
10; 19745,8558883667; 22244,9515279102; 26014,7190933228;
11; 19126,1440811157; 21370,0843950367; 25073,9666137695;
12; 17890,5808105469; 20840,4528013229; 24007,2442703247;
13; 17890,5808105469; 20417,8229005051; 23193,9917068481;
14; 17414,3262939453; 19864,3619560432; 23104,5624847412;
15; 17093,2592773438; 19403,2932770157; 22556,5421905518;
16; 16854,6196746826; 19124,9007449532; 22285,7592544556;
17; 16854,6196746826; 18634,2087445736; 21962,9680938721;
18; 15625,6512451172; 18138,590921402; 20962,1582946777;
19; 15625,6512451172; 17504,0967829132; 21555,3851470947;
20; 15377,7622680664; 17094,6659491444; 19945,9832000732;
21; 15377,7622680664; 16721,7799027061; 19020,1866035461;
22; 14997,3956069946; 16236,2509981918; 19258,1285171509;
23; 14997,3956069946; 15957,7726442909; 18292,6793441772;
24; 14575,5076599121; 15862,9412295341; 18364,9786682129;
25; 14575,5076599121; 15864,7609947395; 18198,6488418579;
26; 14558,9530715942; 15740,068969841; 19417,6056594849;
27; 13914,866607666; 15606,3899171257; 18458,4708480835;
28; 13859,3017807007; 15391,6260112953; 18553,2929458618;
29; 13694,9365768433; 15134,3138315201; 18282,0302658081;
30; 13300,1707382202; 14738,9537565422; 17998,5005264282;
31; 13300,1707382202; 14600,8990675545; 18174,3297920227;
32; 13169,5889816284; 14349,3881784821; 17352,1333198547;
33; 13097,6161422729; 14109,3521255875; 17635,5737075806;
34; 13097,6161422729; 14050,6956459999; 17697,8544578552;
35; 12722,0173187256; 13859,8444342804; 17227,2420120239;
36; 12511,4657058716; 13784,8839480209; 17157,6502113342;
37; 12511,4657058716; 13443,9889862823; 16311,4951705933;
38; 12511,4657058716; 13510,9265908051; 16233,683883667;
39; 12340,7545013428; 13409,9894592476; 15881,346824646;
40; 12340,7545013428; 13368,7148202419; 17061,8808364868;
41; 12340,7545013428; 13037,7328142929; 15743,3828582764;
42; 12153,2319793701; 12785,6801443863; 15465,4072494507;
43; 12153,2319793701; 12825,2810219574; 14934,3623428345;
44; 12037,4609069824; 12602,8979385185; 15631,1629104614;
45; 12037,4609069824; 12467,0484385204; 14792,6706695557;
46; 11823,3453063965; 12347,308543911; 13977,8868408203;
47; 11823,3453063965; 12316,4901550007; 14843,6092567444;
48; 11805,3855056763; 12199,9559602165; 13788,410369873;
49; 11805,3855056763; 12242,7433174706; 14344,852645874;
50; 11515,3071136475; 12106,1009422302; 14814,9450531006;
51; 11515,3071136475; 12104,945843544; 14989,0687866211;
52; 11474,8949432373; 11914,2280848122; 13874,3790206909;
53; 11474,8949432373; 11891,3648860931; 14583,1743850708;
54; 11307,2140350342; 12016,9745214081; 14122,0056686401;
55; 11307,2140350342; 12017,327192173; 14479,7414321899;
56; 11226,2366485596; 12182,0295317841; 15637,7407073975;
57; 11226,2366485596; 12079,3533359337; 15249,5026855469;
58; 11174,6671600342; 11916,4667684174; 15194,6532897949;
59; 11151,8635826111; 11979,1659263897; 14844,9174995422;
60; 11083,1648292542; 11999,098112278; 15012,6215400696;
61; 11018,1070022583; 11960,3158498669; 15298,6147842407;
62; 11018,1070022583; 11711,4603466988; 15482,9949417114;
63; 10973,9392471313; 11474,9570979118; 14068,9051246643;
64; 10973,9392471313; 11322,316083374; 13307,7798957825;
65; 10927,0925521851; 11266,5275471687; 13614,3062973022;
66; 10811,1792678833; 11203,7767420959; 13423,428352356;
67; 10767,0115127563; 11300,9172187042; 13449,2120475769;
68; 10752,4314155579; 11346,7588807106; 13854,533115387;
69; 10717,7134780884; 11322,9459870529; 14138,4152297974;
70; 10662,9525794983; 11116,4491283798; 13741,2035484314;
71; 10662,9525794983; 10980,7248012352; 12609,1755104065;
72; 10533,840965271; 10903,9260440445; 12688,4067573547;
73; 10533,840965271; 10898,9294542313; 13405,788444519;
74; 10521,559299469; 10916,2691566849; 13033,5559921265;
75; 10352,12266922; 10923,7429727364; 13647,4820976257;
76; 10352,12266922; 10881,9960094452; 12782,9044189453;
77; 10317,4047317505; 11060,8693192101; 14857,1640777588;
78; 10317,4047317505; 10851,5779010773; 14554,8087654114;
79; 9995,73778152466; 10662,8174577904; 12541,7829551697;
80; 9995,73778152466; 10604,7554744148; 12802,5147438049;
81; 9995,73778152466; 10628,8564852238; 14071,7568397522;
82; 9995,73778152466; 10554,3847889614; 12655,5149002075;
83; 9995,73778152466; 10690,1364920044; 13031,2286758423;
84; 9995,73778152466; 10636,3441649437; 13289,5175437927;
85; 9995,73778152466; 10595,0616948318; 13024,3445358276;
86; 9995,73778152466; 10602,1953244019; 12944,2955131531;
87; 9995,73778152466; 10711,1803314972; 13502,1033630371;
88; 9954,33377838135; 10699,4622318268; 13046,2180557251;
89; 9954,33377838135; 10818,9832929039; 13069,0593261719;
90; 9824,58310317993; 10605,1866809654; 13076,4866256714;
91; 9824,58310317993; 10395,25140522; 11966,8943405151;
92; 9824,58310317993; 10268,5532809639; 13395,9017982483;
93; 9824,58310317993; 10207,5110797691; 12866,6421051025;
94; 9764,69886016846; 10268,3687144852; 12804,4213562012;
95; 9761,39963150024; 10143,7681347466; 12848,9161682129;
96; 9761,39963150024; 10207,5821141624; 12661,6507759094;
97; 9642,95337295532; 10202,5499027634; 12438,1616172791;
98; 9312,97323226929; 10078,4194768047; 11942,3074836731;
99; 9312,97323226929; 10178,6077531338; 13169,3366470337;
100; 9312,97323226929; 10160,4687757397; 12521,0053882599;
101; 9312,97323226929; 10062,7343876266; 12755,1533317566;
102; 9312,97323226929; 9757,9662761879; 12073,4086036682;
103; 9312,97323226929; 9563,90937433243; 11621,9367141724;
104; 9312,97323226929; 9514,20812990189; 11617,4494895935;
105; 9312,97323226929; 9471,71768808365; 11486,4866600037;
106; 9128,44546127319; 9544,64664493561; 11748,2178611755;
107; 9128,44546127319; 9533,11811279297; 11553,9432792664;
108; 9128,44546127319; 9523,27164785385; 11574,6650352478;
109; 9128,44546127319; 9464,22499101639; 11338,4274101257;
110; 9124,15091323853; 9499,30271585464; 11741,9485969543;
111; 9124,15091323853; 9390,39316230774; 12334,5521507263;
112; 9124,15091323853; 9293,23041290283; 11399,5002174377;
113; 9122,0431022644; 9366,12824550629; 11640,1991996765;
114; 9071,63155937195; 9292,53277886391; 11891,3695793152;
115; 9071,63155937195; 9497,32062600136; 11921,1141777039;
116; 9052,2709312439; 9509,47937625885; 13149,5136566162;
117; 9052,2709312439; 9580,7470419693; 13001,4345474243;
118; 8995,87170982361; 9700,1566782856; 13196,4613170624;
119; 8891,27486991882; 9982,5172638607; 12129,5268611908;
120; 8891,27486991882; 9857,39600197792; 12927,0659866333;
121; 8891,27486991882; 9695,02128646851; 13503,8923625946;
122; 8891,27486991882; 9451,23129930496; 11678,4538269043;
123; 8823,51804924011; 9219,88230316162; 10953,7915477753;
124; 8823,51804924011; 9131,4204649353; 11673,9796199799;
125; 8823,0175151825; 9194,96174861908; 11543,2195415497;
126; 8823,0175151825; 9128,29400818825; 11226,6961040497;
127; 8763,53136253357; 9199,50774171829; 11625,4016780853;
128; 8763,53136253357; 9037,69738794327; 10802,7507343292;
129; 8711,49761772156; 9017,58702347755; 11502,8298625946;
130; 8710,59370994568; 9074,12802965164; 11082,0268306732;
131; 8710,59370994568; 9032,70363652229; 11096,6606655121;
132; 8635,43080711365; 9064,1897259903; 11285,3700313568;
133; 8635,43080711365; 8978,80943447113; 12303,7277641296;
134; 8635,43080711365; 8888,80444101334; 10864,9246501923;
135; 8635,43080711365; 9009,94448353767; 11244,9035396576;
136; 8635,43080711365; 8886,87120411873; 11148,3165493011;
137; 8635,43080711365; 8816,15854081154; 11020,5938549042;
138; 8635,43080711365; 8824,65108505249; 11454,9960079193;
139; 8635,43080711365; 8924,27539444923; 11994,4646282196;
140; 8635,43080711365; 8877,77983451843; 11374,7293071747;
141; 8630,83038520813; 8854,58591647148; 11054,4214382172;
142; 8630,83038520813; 8844,85774037361; 11148,3165493011;
143; 8630,83038520813; 9018,77733031273; 12133,6012706757;
144; 8630,83038520813; 9080,53558596611; 12555,0796718597;
145; 8630,83038520813; 9045,44147032738; 11359,3845233917;
146; 8628,79533958435; 9109,57380625725; 12117,4756946564;
147; 8628,79533958435; 9245,93634519577; 12787,8060131073;
148; 8624,42802619934; 9240,49498163223; 12445,9155254364;
149; 8624,42802619934; 9160,22474078178; 12009,271566391;
150; 8624,42802619934; 8964,28485858917; 11367,956911087;
151; 8622,39298057556; 8994,3517626667; 12574,8178882599;
152; 8622,39298057556; 8906,70861549378; 10985,98503685;
153; 8622,39298057556; 8918,6194036293; 11664,7873859406;
154; 8607,4537563324; 8846,637292099; 11592,9447345734;
155; 8607,4537563324; 8917,26802564621; 11968,7969074249;
156; 8607,4537563324; 9015,36631396294; 12257,6949443817;
157; 8607,4537563324; 9044,47942913055; 11873,2448940277;
158; 8607,4537563324; 9069,31157118797; 11808,6368694305;
159; 8607,4537563324; 9099,77190332413; 11957,4104442596;
160; 8607,4537563324; 9220,59023721695; 12567,9438037872;
161; 8607,4537563324; 9222,4880274868; 12977,8929309845;
162; 8607,4537563324; 9135,52055755615; 11763,924993515;
163; 8587,67504310608; 9182,98044944763; 12056,798658371;
164; 8587,67504310608; 9242,38692635536; 12125,468793869;
165; 8587,67504310608; 9240,9777064991; 12066,9651622772;
166; 8587,67504310608; 9222,83435429573; 11811,4262905121;
167; 8572,73581886292; 9290,52820000649; 12927,6291637421;
168; 8572,73581886292; 9167,92605264664; 11940,9718074799;
169; 8572,73581886292; 8944,39283560753; 11431,9998340607;
170; 8572,73581886292; 8839,08266729355; 11354,8937091827;
171; 8572,73581886292; 8926,07519826889; 12465,7605304718;
172; 8572,73581886292; 8867,97483287811; 11344,8002338409;
173; 8572,73581886292; 8794,49295537949; 10957,8988666534;
174; 8572,73581886292; 8795,49778166771; 10946,8393039703;
175; 8519,79816627502; 8793,68332309723; 11483,0291843414;
176; 8519,79816627502; 8855,02415224075; 11331,8311023712;
177; 8519,79816627502; 8838,60978676796; 11667,8758716583;
178; 8519,79816627502; 8771,29629878044; 10526,4359149933;
179; 8519,79816627502; 8734,45735649109; 10578,8623828888;
180; 8519,79816627502; 8807,19505108833; 10974,7278690338;
181; 8508,76289176941; 8726,94916834831; 10777,0515384674;
182; 8508,76289176941; 8719,72530937195; 10607,6719455719;
183; 8508,76289176941; 9016,4793334198; 12956,9572925568;
184; 8508,76289176941; 8956,25103203774; 12828,6609745026;
185; 8508,76289176941; 8934,5180553627; 11568,3984584808;
186; 8508,76289176941; 9016,15711585999; 11616,7678012848;
187; 8508,76289176941; 9116,3922014904; 11547,0581684113;
188; 8508,76289176941; 9148,85570931435; 12323,4865703583;
189; 8507,30518913269; 8828,48094986916; 12824,8576869965;
190; 8485,38124656677; 8787,35428544044; 11932,9676189423;
191; 8485,38124656677; 8873,59350538254; 12302,8836631775;
192; 8485,38124656677; 8761,23145228386; 11092,2802562714;
193; 8483,92354393005; 8710,63391139984; 11248,0613918304;
194; 8483,92354393005; 8743,18022613525; 11021,6486339569;
195; 8483,92354393005; 8720,4124582386; 11707,3475856781;
196; 8483,92354393005; 8692,99054942131; 10704,8569545746;
197; 8483,92354393005; 8630,72432588577; 10968,3020000458;
198; 8388,9750957489; 8711,25775225639; 10871,7286510468;
199; 8388,9750957489; 8688,72026335716; 10812,3374843597;
200; 8388,9750957489; 8781,05618829727; 11902,1104869843;
201; 8388,9750957489; 8869,60298686027; 11171,837556839;
202; 8388,9750957489; 9022,94526910782; 11745,732717514;
203; 8388,9750957489; 8813,5951303196; 11047,5688457489;
204; 8388,9750957489; 8967,41042407036; 12476,2869853973;
205; 8388,9750957489; 8984,4719800663; 12661,0727558136;
206; 8381,68334388733; 8779,78822193146; 12780,6125488281;
207; 8381,68334388733; 8700,69463078499; 11518,3989391327;
208; 8381,68334388733; 8646,24935257912; 11313,7321968079;
209; 8381,68334388733; 8620,13408156395; 11141,0091915131;
210; 8381,68334388733; 8619,827748909; 10722,4332828522;
211; 8342,51180458069; 8591,27418584824; 10731,1356754303;
212; 8342,51180458069; 8582,66441646576; 11092,939371109;
213; 8342,51180458069; 8718,19338897705; 11667,5700359344;
214; 8342,51180458069; 8545,54811406136; 10323,4120960236;
215; 8342,51180458069; 8577,5152543354; 10529,6064777374;
216; 8342,51180458069; 8589,02218045235; 11876,8707256317;
217; 8342,51180458069; 8571,44197731018; 11094,5459003448;
218; 8342,51180458069; 8591,80744539261; 10794,4279727936;
219; 8342,51180458069; 8657,18291398048; 12055,3265476227;
220; 8342,51180458069; 8693,4261962986; 12014,4593982697;
221; 8342,51180458069; 8600,1194816494; 11209,3989200592;
222; 8342,51180458069; 8582,79139462471; 11557,7009735107;
223; 8342,51180458069; 8655,84295601845; 11242,4223575592;
224; 8342,51180458069; 8571,89696148872; 11680,0648899078;
225; 8342,51180458069; 8641,02213635445; 11005,5556106567;
226; 8342,51180458069; 8531,31479784012; 10563,4452152252;
227; 8342,51180458069; 8578,12376782417; 10772,9670352936;
228; 8342,51180458069; 8626,49416592598; 11620,7631759644;
229; 8342,51180458069; 8694,07130512238; 10935,729385376;
230; 8342,51180458069; 8660,9240034771; 11278,4704627991;
231; 8342,51180458069; 8527,12876736641; 11242,4223575592;
232; 8342,51180458069; 8574,71053781509; 11209,3989200592;
233; 8342,51180458069; 8577,69330830574; 11086,2128582001;
234; 8342,51180458069; 8616,46615438461; 11441,5704288483;
235; 8342,51180458069; 8559,64469451904; 10392,1892948151;
236; 8342,51180458069; 8543,14371917725; 10826,8902606964;
237; 8342,51180458069; 8533,27693996429; 11094,5459003448;
238; 8342,51180458069; 8597,92977829933; 11053,7678318024;
239; 8342,51180458069; 8565,90595564842; 10730,3169116974;
240; 8342,51180458069; 8597,10128067017; 10510,5460300446;
241; 8342,51180458069; 8629,3899283123; 11747,2468662262;
242; 8342,51180458069; 8600,00065464974; 12131,2857265472;
243; 8342,51180458069; 8589,93183133125; 11053,7678318024;
244; 8342,51180458069; 8659,27004649162; 11993,6221561432;
245; 8342,51180458069; 8554,06599728584; 10730,3169116974;
246; 8342,51180458069; 8595,81986188889; 10761,5024356842;
247; 8342,51180458069; 8472,2319175148; 10563,4452152252;
248; 8342,51180458069; 8487,77501308441; 10009,2051410675;
249; 8342,51180458069; 8613,32206423759; 11269,7141876221;
250; 8321,00743293762; 8543,65828380585; 11094,5459003448;
251; 8321,00743293762; 8586,63165449142; 10654,4641056061;
252; 8321,00743293762; 8725,64760241509; 10974,2319927216;
253; 8321,00743293762; 8631,36808229446; 11614,2275180817;
254; 8321,00743293762; 8829,16924741745; 11675,0605258942;
255; 8321,00743293762; 9033,80664391518; 12008,8353290558;
256; 8321,00743293762; 8993,85305140495; 11834,8102054596;
257; 8321,00743293762; 9091,12800670624; 12709,2322864532;
258; 8321,00743293762; 8767,72307494164; 12797,528711319;
259; 8321,00743293762; 8547,47822194099; 11574,9739246368;
260; 8321,00743293762; 8499,13057572365; 10649,4213733673;
261; 8321,00743293762; 8506,91884841919; 10572,3014621735;
262; 8321,00743293762; 8505,2636002636; 10805,3858890533;
263; 8321,00743293762; 8602,46701176643; 11026,4978351593;
264; 8321,00743293762; 8544,0046416378; 11194,8781909943;
265; 8321,00743293762; 8576,10547776222; 10754,5501880646;
266; 8321,00743293762; 8533,23653642654; 11231,3007984161;
267; 8321,00743293762; 8505,99209326744; 11194,8781909943;
268; 8321,00743293762; 8511,52814986229; 10150,9772357941;
269; 8321,00743293762; 8617,87063962936; 11900,3879318237;
270; 8321,00743293762; 8541,5062921238; 11161,953371048;
271; 8321,00743293762; 8547,27939074516; 10423,4771289825;
272; 8321,00743293762; 8614,28256699562; 11503,6232013702;
273; 8321,00743293762; 8579,58403024674; 10806,2681903839;
274; 8321,00743293762; 8512,74583226204; 11655,1482830048;
275; 8321,00743293762; 8587,40182461739; 11118,7794208527;
276; 8321,00743293762; 8554,06993535996; 11231,3007984161;
277; 8321,00743293762; 8517,42581780434; 10270,2625522614;
278; 8321,00743293762; 8481,85341258049; 10805,3858890533;
279; 8321,00743293762; 8515,23768064499; 10805,3858890533;
280; 8321,00743293762; 8522,83465346336; 10775,9371356964;
281; 8321,00743293762; 8614,87915564537; 10804,8865146637;
282; 8321,00743293762; 8619,51771268845; 11258,427400589;
283; 8321,00743293762; 8521,3299133873; 10431,8331623077;
284; 8321,00743293762; 8518,03812076569; 10477,7857074738;
285; 8321,00743293762; 8502,58538619995; 10152,1579837799;
286; 8321,00743293762; 8525,22086795807; 10408,8812122345;
287; 8321,00743293762; 8617,53200306892; 11231,3007984161;
288; 8321,00743293762; 8573,93697997093; 10632,959733963;
289; 8321,00743293762; 8509,18413971901; 11194,8781909943;
290; 8321,00743293762; 8470,68299617767; 10479,4217853546;
291; 8321,00743293762; 8529,25346930504; 11231,3007984161;
292; 8321,00743293762; 8559,6137152195; 10661,7573719025;
293; 8321,00743293762; 8587,27307337761; 10891,1415348053;
294; 8321,00743293762; 8574,98482380867; 10680,6106128693;
295; 8321,00743293762; 8513,10211256981; 10641,5631580353;
296; 8321,00743293762; 8521,40802589416; 10708,8125400543;
297; 8321,00743293762; 8565,11706601143; 10494,3495960236;
298; 8321,00743293762; 8546,22640271187; 10576,6246509552;
299; 8321,00743293762; 8579,51613162994; 10866,0550136566;
300; 8321,00743293762; 8587,41263113976; 11274,5570240021;
