30712,42884;;Worst;Best;AVG;STD
32350,21211;;;;;
27784,9077;;;;;
30237,5872;;;;;
31712,84341;;;;;
29407,62508;;;;;
28610,32763;;;;;
28150,06296;;;;;
30750,10121;;;;;
27160,81044;;;;;
28088,25561;;;;;
29598,83067;;;;;
29853,2088;;;;;
31863,58933;;;;;
31690,95399;;;;;
32031,14685;;;;;
28741,14626;;;;;
30431,09441;;;;;
31573,83296;;;;;
31361,06866;;;;;
28046,97984;;;;;
30392,1983;;;;;
29410,8207;;;;;
29682,99231;;;;;
31280,86087;;;;;
28709,70082;;;;;
31257,52954;;;;;
27854,07462;;;;;
26425,87171;;;;;
30174,89946;;;;;
28308,8728;;;;;
28952,04247;;;;;
28165,09513;;;;;
28706,94614;;;;;
32044,99511;;;;;
27920,59519;;;;;
29637,51152;;;;;
29469,80254;;;;;
27118,43246;;;;;
29967,33943;;;;;
30541,32213;;;;;
27923,11477;;;;;
31588,87216;;;;;
30302,93231;;;;;
30669,28147;;;;;
31055,30713;;;;;
32688,04065;;;;;
30608,11071;;;;;
29655,64491;;;;;
28720,02532;;;;;
30232,45607;;;;;
28569,00694;;;;;
29376,73652;;;;;
28716,65783;;;;;
28623,37362;;;;;
31395,10971;;;;;
29838,01942;;;;;
29207,10431;;;;;
30468,4553;;;;;
29772,31241;;;;;
31161,14308;;;;;
30719,63988;;;;;
30903,56644;;;;;
26824,21966;;;;;
28944,30916;;;;;
31276,20098;;;;;
30855,41657;;;;;
27948,0303;;;;;
31293,36125;;;;;
30356,78209;;;;;
30714,68951;;;;;
31449,11221;;;;;
30499,84858;;;;;
27190,96746;;;;;
28133,94598;;;;;
31565,71178;;;;;
31935,06122;;;;;
32559,8073;;;;;
30840,77439;;;;;
30139,28145;;;;;
31020,54357;;;;;
33396,93361;;;;;
27817,44894;;;;;
31009,71164;;;;;
32452,7337;;;;;
28644,21731;;;;;
31491,89081;;;;;
26029,1562;;;;;
27672,17555;;;;;
28797,84432;;;;;
32232,04753;;;;;
30427,35558;;;;;
32529,19225;;;;;
32553,47704;;;;;
30466,31355;;;;;
29876,96021;;;;;
32050,7765;;;;;
31728,96952;;;;;
29168,04394;;;;;
32546,09709;;;;;
28527,63789;;;;;
26830,45353;;;;;
28228,81802;;;;;
28705,27026;;;;;
26227,4439;;;;;
31183,24415;;;;;
29512,76037;;;;;
29438,16931;;;;;
29193,39492;;;;;
30328,33684;;;;;
29532,79147;;;;;
27892,55288;;;;;
30199,21836;;;;;
26001,68262;;;;;
31978,52081;;;;;
28427,8554;;;;;
28981,81676;;;;;
32623,17778;;;;;
28190,81245;;;;;
30672,98269;;;;;
30035,14816;;;;;
28948,07134;;;;;
29281,09177;;;;;
28557,98703;;;;;
30555,85188;;;;;
30525,35992;;;;;
31390,71609;;;;;
27515,45461;;;;;
26065,23568;;;;;
28560,35003;;;;;
28901,36998;;;;;
33404,47747;;;;;
29865,17146;;;;;
30844,78505;;;;;
27364,73481;;;;;
30396,37614;;;;;
31301,80693;;;;;
28714,98236;;;;;
27778,89843;;;;;
26824,62288;;;;;
28708,0533;;;;;
30846,94477;;;;;
33669,13042;;;;;
29261,14541;;;;;
30679,60945;;;;;
29214,64363;;;;;
30208,06244;;;;;
26757,43616;;;;;
29616,93739;;;;;
32674,94773;;;;;
32175,1052;;;;;
30620,77868;;;;;
31473,98563;;;;;
28197,79119;;;;;
29133,31488;;;;;
31512,47128;;;;;
28952,64029;;;;;
31816,94042;;;;;
28475,97701;;;;;
29274,35321;;;;;
30209,22568;;;;;
30335,1236;;;;;
32725,31161;;;;;
27002,08749;;;;;
29703,88049;;;;;
30526,26353;;;;;
29073,0622;;;;;
27963,73026;;;;;
27991,12664;;;;;
30786,34348;;;;;
29521,98994;;;;;
31623,00114;;;;;
33752,01547;;;;;
28542,94737;;;;;
32872,41769;;;;;
30169,01042;;;;;
30510,49369;;;;;
24709,53502;;;;;
30554,03397;;;;;
28298,25525;;;;;
31263,6533;;;;;
26621,8549;;;;;
30653,22912;;;;;
28785,80147;;;;;
32368,48763;;;;;
29289,68916;;;;;
30536,15731;;;;;
30508,45002;;;;;
29083,83393;;;;;
27796,67935;;;;;
29501,70657;;;;;
29878,3204;;;;;
25835,90524;;;;;
30427,68089;;;;;
29237,10546;;;;;
28330,66447;;;;;
32369,27051;;;;;
29543,42378;;;;;
29324,78247;;;;;
26289,77349;;;;;
33192,86818;;;;;
30695,02623;;;;;
29507,62259;;;;;
30513,71105;;;;;
31976,96201;;;;;
30069,35829;;;;;
30534,53173;;;;;
32414,0408;;;;;
28434,06966;;;;;
30128,26621;;;;;
28274,02128;;;;;
30724,56947;;;;;
29350,79638;;;;;
28308,46874;;;;;
31654,72746;;;;;
27866,99156;;;;;
30448,58643;;;;;
31415,11992;;;;;
29133,97154;;;;;
28211,44106;;;;;
30448,12764;;;;;
29537,84758;;;;;
28876,0656;;;;;
30317,64458;;;;;
31876,7247;;;;;
29127,87483;;;;;
31401,36517;;;;;
30349,56523;;;;;
29211,68715;;;;;
29790,17331;;;;;
31824,17165;;;;;
32833,11465;;;;;
29887,93097;;;;;
28521,55395;;;;;
31632,21926;;;;;
29537,97735;;;;;
29202,95019;;;;;
28877,57534;;;;;
31116,86491;;;;;
28995,42931;;;;;
30129,91268;;;;;
30664,06304;;;;;
29528,89143;;;;;
29704,55009;;;;;
30334,89314;;;;;
28448,6924;;;;;
30757,27618;;;;;
25978,47952;;;;;
31223,49462;;;;;
30220,37732;;;;;
31549,58859;;;;;
29073,05155;;;;;
30439,2099;;;;;
27829,30975;;;;;
30366,40007;;;;;
30749,58203;;;;;
31937,58371;;;;;
32116,60508;;;;;
27308,09086;;;;;
28615,34303;;;;;
32532,49117;;;;;
27688,10677;;;;;
29006,45117;;;;;
29562,60907;;;;;
29272,92418;;;;;
30425,7514;;;;;
28614,89506;;;;;
32599,83222;;;;;
30746,70663;;;;;
32433,49497;;;;;
31229,60554;;;;;
27275,66707;;;;;
30417,91309;;;;;
27991,08364;;;;;
28911,73188;;;;;
30423,53369;;;;;
28875,24551;;;;;
29887,42754;;;;;
32196,16642;;;;;
30495,29464;;;;;
30786,62148;;;;;
30595,07094;;;;;
30228,70291;;;;;
30662,48178;;;;;
28737,98297;;;;;
30223,16631;;;;;
29129,83642;;;;;
31703,77774;;;;;
26303,72158;;;;;
30337,654;;;;;
28619,13269;;;;;
32753,48436;;;;;
31235,0835;;;;;
29530,23595;;;;;
28165,77682;;;;;
32773,2633;;;;;
30961,52043;;;;;
29438,1787;;;;;
30041,85052;;;;;
30223,37344;;;;;
28854,08939;;;;;
31559,13477;;;;;
29170,43122;;;;;
26931,35031;;;;;
30060,63092;;;;;
28171,29117;;;;;
28631,8838;;;;;
29171,12278;;;;;
31193,8731;;;;;
31029,21364;;;;;
31225,25495;;;;;
27042,26738;;;;;
27958,28049;;;;;
28820,72252;;;;;
30008,30856;;;;;
28449,3706;;;;;
32534,96244;;;;;
28430,62179;;;;;
30368,06612;;;;;
29097,15988;;;;;
30959,24918;;;;;
27013,76826;;;;;
26349,92001;;;;;
30033,74615;;;;;
29666,07876;;;;;
28753,42171;;;;;
28946,01555;;;;;
26830,20454;;;;;
30207,05434;;;;;
30746,12358;;;;;
31437,37643;;;;;
30673,13422;;;;;
30469,83841;;;;;
30593,14132;;;;;
28546,26369;;;;;
30638,9377;;;;;
32955,36048;;;;;
29229,33818;;;;;
30814,54997;;;;;
25943,14438;;;;;
30187,80956;;;;;
29851,82112;;;;;
29245,09369;;;;;
29477,63275;;;;;
29974,17294;;;;;
30702,56145;;;;;
29093,7152;;;;;
28691,74796;;;;;
31302,61727;;;;;
28714,36077;;;;;
30394,94557;;;;;
29410,96281;;;;;
31713,61851;;;;;
29538,66044;;;;;
29212,21608;;;;;
28484,69619;;;;;
30134,27344;;;;;
31374,16234;;;;;
32410,1071;;;;;
28264,1404;;;;;
28303,78554;;;;;
29881,42622;;;;;
28249,8922;;;;;
32815,48901;;;;;
28584,11659;;;;;
29482,8709;;;;;
30176,03547;;;;;
31388,05628;;;;;
28318,09081;;;;;
32191,72351;;;;;
30241,8288;;;;;
30180,67812;;;;;
29290,75194;;;;;
30273,13341;;;;;
32587,39763;;;;;
28486,37143;;;;;
28449,65747;;;;;
31547,54467;;;;;
26984,58688;;;;;
29768,62335;;;;;
33476,14651;;;;;
28937,29211;;;;;
26949,82156;;;;;
32201,77858;;;;;
33858,60461;;;;;
31778,13258;;;;;
27614,13148;;;;;
29927,52511;;;;;
28687,56117;;;;;
30330,15151;;;;;
30796,47009;;;;;
30314,95392;;;;;
29409,06834;;;;;
30849,16416;;;;;
29205,51635;;;;;
26233,48647;;;;;
29846,7618;;;;;
32156,7135;;;;;
30604,90211;;;;;
29059,61868;;;;;
29847,19629;;;;;
30654,66086;;;;;
29401,95466;;;;;
31132,26189;;;;;
28209,43709;;;;;
31752,1856;;;;;
29516,19603;;;;;
30411,70206;;;;;
29772,29871;;;;;
25846,23354;;;;;
29041,37367;;;;;
32317,78818;;;;;
32396,05797;;;;;
29386,14045;;;;;
31272,60638;;;;;
31646,34386;;;;;
28790,42253;;;;;
27868,61361;;;;;
31308,07548;;;;;
28895,53535;;;;;
30019,0189;;;;;
29789,58789;;;;;
30396,73354;;;;;
32225,70952;;;;;
28317,35649;;;;;
28554,91554;;;;;
29876,73069;;;;;
31950,17698;;;;;
29846,19038;;;;;
30470,86424;;;;;
28960,3597;;;;;
30463,96021;;;;;
31003,64139;;;;;
29061,98328;;;;;
31381,68632;;;;;
28876,65569;;;;;
28155,13593;;;;;
27516,28763;;;;;
27874,04746;;;;;
30522,55921;;;;;
33297,9244;;;;;
29775,31989;;;;;
30637,3004;;;;;
29625,30643;;;;;
29441,74409;;;;;
28283,28756;;;;;
30121,25691;;;;;
29638,34097;;;;;
30601,92461;;;;;
30243,64088;;;;;
32860,72327;;;;;
30789,73355;;;;;
29434,48642;;;;;
31473,37123;;;;;
30921,74297;;;;;
28553,69934;;;;;
30179,31081;;;;;
29820,63857;;;;;
33035,81541;;;;;
27774,04021;;;;;
29650,68946;;;;;
32249,93061;;;;;
30255,74803;;;;;
30100,52864;;;;;
30172,8541;;;;;
32677,62507;;;;;
30142,71764;;;;;
28794,39128;;;;;
30898,57652;;;;;
29297,5178;;;;;
33562,17116;;;;;
27807,20426;;;;;
28764,35364;;;;;
30589,86658;;;;;
27066,47662;;;;;
27815,74297;;;;;
32053,51599;;;;;
29353,11765;;;;;
30301,8595;;;;;
27519,31507;;;;;
30752,20437;;;;;
32163,55715;;;;;
28114,96299;;;;;
27262,83839;;;;;
30150,08826;;;;;
32614,1232;;;;;
28739,73724;;;;;
30454,58842;;;;;
30984,56524;;;;;
29882,55093;;;;;
28282,42793;;;;;
31508,23054;;;;;
31813,41198;;;;;
29124,99812;;;;;
31081,71305;;;;;
29323,76356;;;;;
30727,75909;;;;;
31383,21141;;;;;
27633,16069;;;;;
30753,48707;;;;;
33042,4807;;;;;
29645,93045;;;;;
29937,5947;;;;;
32751,32559;;;;;
29009,77528;;;;;
27552,67196;;;;;
30564,66914;;;;;
29880,91991;;;;;
28363,41766;;;;;
28308,50614;;;;;
31730,959;;;;;
29258,36172;;;;;
30461,01945;;;;;
28988,53657;;;;;
31425,05025;;;;;
30168,93528;;;;;
29908,90062;;;;;
30263,42153;;;;;
27740,1024;;;;;
32535,30801;;;;;
30638,15327;;;;;
31405,265;;;;;
31730,07506;;;;;
28636,57825;;;;;
29644,24055;;;;;
32152,7393;;;;;
29630,864;;;;;
31188,61131;;;;;
30783,53415;;;;;
31009,49356;;;;;
29789,46905;;;;;
29306,4565;;;;;
28093,38509;;;;;
30025,81916;;;;;
27317,43279;;;;;
27875,41952;;;;;
32465,06114;;;;;
30536,91834;;;;;
29633,37434;;;;;
32383,89663;;;;;
30653,61668;;;;;
29420,11659;;;;;
30319,22496;;;;;
30356,79831;;;;;
29903,15421;;;;;
26887,00586;;;;;
30223,91302;;;;;
29368,98159;;;;;
31425,71725;;;;;
27137,80114;;;;;
31233,27726;;;;;
30721,40063;;;;;
31341,77131;;;;;
29376,59373;;;;;
29278,51325;;;;;
32351,33178;;;;;
29320,33647;;;;;
27829,92351;;;;;
27762,36765;;;;;
29005,30801;;;;;
27890,03809;;;;;
28721,51884;;;;;
31029,93745;;;;;
28915,52293;;;;;
30758,33293;;;;;
28160,25863;;;;;
32462,80848;;;;;
26779,3644;;;;;
29700,15705;;;;;
30134,43748;;;;;
31560,04388;;;;;
31122,41293;;;;;
27113,30054;;;;;
31180,78709;;;;;
30510,24294;;;;;
26958,797;;;;;
30497,95362;;;;;
31491,66968;;;;;
26401,77175;;;;;
31484,19146;;;;;
31297,56281;;;;;
29604,99895;;;;;
30082,07732;;;;;
28087,66899;;;;;
31553,71408;;;;;
30173,74751;;;;;
33379,74523;;;;;
32274,51655;;;;;
32006,39524;;;;;
29778,61242;;;;;
30838,9822;;;;;
27527,8936;;;;;
29989,7994;;;;;
29805,57679;;;;;
28383,2283;;;;;
27846,06927;;;;;
29495,5487;;;;;
31895,69012;;;;;
29780,98047;;;;;
33840,45364;;;;;
28448,64419;;;;;
30298,84224;;;;;
27512,29931;;;;;
27749,5192;;;;;
28752,46888;;;;;
29779,10493;;;;;
32863,03908;;;;;
27357,58836;;;;;
27026,89698;;;;;
27638,93845;;;;;
29015,90546;;;;;
28758,21334;;;;;
30258,77924;;;;;
31403,65347;;;;;
30026,749;;;;;
32338,69118;;;;;
27612,17869;;;;;
31371,83625;;;;;
31297,09211;;;;;
28200,03713;;;;;
30282,40862;;;;;
30757,27638;;;;;
31422,69424;;;;;
30718,2029;;;;;
31603,71069;;;;;
29988,65871;;;;;
28026,31627;;;;;
29380,31125;;;;;
32786,97688;;;;;
30796,62782;;;;;
32425,10591;;;;;
32674,80795;;;;;
32911,85497;;;;;
27931,49107;;;;;
31522,63686;;;;;
28384,00239;;;;;
32695,89793;;;;;
30376,05002;;;;;
29619,30317;;;;;
30013,58254;;;;;
29318,83828;;;;;
31435,95906;;;;;
28103,98876;;;;;
32267,43842;;;;;
26410,37329;;;;;
31151,59787;;;;;
29722,90472;;;;;
30324,14981;;;;;
30268,74707;;;;;
31531,0054;;;;;
29480,79844;;;;;
30037,65399;;;;;
28072,8339;;;;;
26457,16308;;;;;
27661,72099;;;;;
29793,45991;;;;;
32067,02145;;;;;
28337,77408;;;;;
29871,42466;;;;;
30651,8474;;;;;
30345,25856;;;;;
32394,98002;;;;;
30210,7643;;;;;
32224,42084;;;;;
31172,04346;;;;;
31465,5907;;;;;
31016,87534;;;;;
31142,8516;;;;;
29502,21239;;;;;
28242,83659;;;;;
29473,02511;;;;;
28555,44617;;;;;
28086,83213;;;;;
30427,29892;;;;;
27372,27686;;;;;
29964,88436;;;;;
31052,68002;;;;;
27338,96343;;;;;
33963,77285;;;;;
29564,73994;;;;;
27165,2678;;;;;
31206,72676;;;;;
30206,2749;;;;;
32225,86529;;;;;
29487,29932;;;;;
28250,54384;;;;;
28631,93918;;;;;
30023,35243;;;;;
28833,25153;;;;;
27640,75228;;;;;
29116,97251;;;;;
29092,90699;;;;;
28506,78847;;;;;
28761,79675;;;;;
33409,96231;;;;;
29355,245;;;;;
29769,38683;;;;;
32757,64015;;;;;
30953,39513;;;;;
29655,438;;;;;
28535,61963;;;;;
29915,69667;;;;;
30298,76832;;;;;
29401,37852;;;;;
31137,25736;;;;;
28793,7361;;;;;
29894,26121;;;;;
29981,713;;;;;
30788,59214;;;;;
28774,3883;;;;;
29053,75748;;;;;
28034,3333;;;;;
28942,5537;;;;;
30676,25855;;;;;
28910,75185;;;;;
30097,00143;;;;;
28728,99204;;;;;
27488,8585;;;;;
27783,80954;;;;;
30986,21259;;;;;
27990,27774;;;;;
28184,29953;;;;;
29734,54274;;;;;
33066,65979;;;;;
31519,52667;;;;;
26462,19236;;;;;
28519,00528;;;;;
27925,98422;;;;;
30540,63948;;;;;
30220,42253;;;;;
30240,71478;;;;;
31811,96526;;;;;
31801,83689;;;;;
30801,26205;;;;;
29859,3934;;;;;
30519,20333;;;;;
30846,65771;;;;;
31382,36399;;;;;
30950,77462;;;;;
31914,3199;;;;;
29539,8433;;;;;
29188,30965;;;;;
28421,9369;;;;;
28222,14784;;;;;
28078,6627;;;;;
31281,40984;;;;;
31509,91298;;;;;
31390,06162;;;;;
28861,69762;;;;;
30075,72224;;;;;
30318,58665;;;;;
29967,82339;;;;;
30393,50614;;;;;
31753,37307;;;;;
29696,02151;;;;;
29440,35075;;;;;
33386,84351;;;;;
30132,86356;;;;;
29100,03371;;;;;
29310,0202;;;;;
27541,41113;;;;;
29328,68214;;;;;
30609,00148;;;;;
31601,48334;;;;;
29196,15777;;;;;
29810,47065;;;;;
29899,98657;;;;;
28208,63446;;;;;
28420,1916;;;;;
27496,29907;;;;;
31044,6988;;;;;
31002,78659;;;;;
30219,16287;;;;;
29243,35387;;;;;
28027,12737;;;;;
28171,49224;;;;;
31980,39797;;;;;
30595,86552;;;;;
31718,24119;;;;;
28563,13192;;;;;
30139,73894;;;;;
30669,58492;;;;;
31547,69276;;;;;
30077,25758;;;;;
30963,87326;;;;;
26867,94605;;;;;
28968,80827;;;;;
29248,27904;;;;;
31571,89672;;;;;
29562,35805;;;;;
31451,11436;;;;;
32166,33842;;;;;
31532,81588;;;;;
29057,07379;;;;;
29639,64783;;;;;
28530,43935;;;;;
28292,69875;;;;;
30959,63329;;;;;
29971,01012;;;;;
29025,53542;;;;;
29827,59989;;;;;
30304,81003;;;;;
29269,12603;;;;;
32335,46413;;;;;
28072,50112;;;;;
32541,22494;;;;;
32841,49959;;;;;
30629,53577;;;;;
29041,0815;;;;;
25972,67825;;;;;
27768,77037;;;;;
29459,60558;;;;;
28980,83776;;;;;
29382,09881;;;;;
29146,51053;;;;;
29714,06444;;;;;
29664,05764;;;;;
29543,75007;;;;;
30817,9145;;;;;
30395,42721;;;;;
28821,03352;;;;;
30851,46532;;;;;
30934,79647;;;;;
32049,93364;;;;;
28676,76332;;;;;
30651,07522;;;;;
28256,44586;;;;;
30232,09365;;;;;
30068,25172;;;;;
28183,67574;;;;;
30392,06358;;;;;
30518,17725;;;;;
29981,9659;;;;;
27522,95435;;;;;
28825,84753;;;;;
31245,43041;;;;;
29923,6425;;;;;
32660,44489;;;;;
27595,06947;;;;;
31057,87772;;;;;
27412,52405;;;;;
30417,72783;;;;;
32476,53331;;;;;
30243,52258;;;;;
31353,88666;;;;;
25964,54658;;;;;
28013,69783;;;;;
31309,22009;;;;;
31775,30264;;;;;
28309,30055;;;;;
28738,03717;;;;;
29993,13029;;;;;
31011,43465;;;;;
32851,31627;;;;;
28827,10255;;;;;
29969,14262;;;;;
30090,43456;;;;;
31078,8757;;;;;
29139,84074;;;;;
28727,66473;;;;;
30126,92263;;;;;
30981,41701;;;;;
30550,49552;;;;;
28509,44875;;;;;
27290,60899;;;;;
30358,65516;;;;;
28589,67108;;;;;
30216,92982;;;;;
31803,25797;;;;;
30183,98188;;;;;
25580,93808;;;;;
27987,58967;;;;;
28783,57345;;;;;
28294,36124;;;;;
28593,52774;;;;;
30463,3057;;;;;
28425,97816;;;;;
33136,26318;;;;;
31553,45809;;;;;
32040,90756;;;;;
30762,27595;;;;;
28790,02065;;;;;
29528,39915;;;;;
31189,20448;;;;;
29938,37375;;;;;
29300,76973;;;;;
28890,047;;;;;
32035,65678;;;;;
29494,49096;;;;;
28315,8243;;;;;
29813,63074;;;;;
29982,08077;;;;;
29061,68202;;;;;
31989,66325;;;;;
28816,5184;;;;;
29680,7922;;;;;
25375,97458;;;;;
27660,81485;;;;;
29960,83964;;;;;
29359,99476;;;;;
28038,32594;;;;;
30916,80687;;;;;
32795,98881;;;;;
31906,06465;;;;;
32557,12926;;;;;
25800,27717;;;;;
31006,74881;;;;;
30538,36508;;;;;
32817,92955;;;;;
29477,64479;;;;;
28697,52824;;;;;
32186,04349;;;;;
29952,44181;;;;;
28929,94245;;;;;
29509,78825;;;;;
26718,84615;;;;;
27883,20545;;;;;
30095,70621;;;;;
26913,99838;;;;;
30602,77616;;;;;
26047,14077;;;;;
28319,96272;;;;;
28985,72799;;;;;
30138,42208;;;;;
29210,02827;;;;;
29580,40903;;;;;
27197,73869;;;;;
28801,67318;;;;;
32754,30757;;;;;
31190,56424;;;;;
30816,57528;;;;;
30367,60438;;;;;
28972,99017;;;;;
28920,69996;;;;;
25498,35903;;;;;
29862,04272;;;;;
29575,27489;;;;;
29295,17699;;;;;
32125,92426;;;;;
31100,9937;;;;;
30567,34572;;;;;
31729,3533;;;;;
28843,17966;;;;;
31880,25476;;;;;
31368,00153;;;;;
30795,54648;;;;;
28988,41316;;;;;
32597,2268;;;;;
32260,85219;;;;;
28662,84711;;;;;
29049,73761;;;;;
29947,76168;;;;;
32064,93048;;;;;
32282,47686;;;;;
32785,8549;;;;;
28908,70795;;;;;
27840,1601;;;;;
30966,71444;;;;;
30432,68802;;;;;
30964,29745;;;;;
30426,79541;;;;;
31947,22123;;;;;
29202,56112;;;;;
30986,64505;;;;;
32667,02106;;;;;
30045,53665;;;;;
29499,67191;;;;;
27743,66725;;;;;
26320,3203;;;;;
30685,56484;;;;;
29681,66824;;;;;
29655,71758;;;;;
32332,54943;;;;;
29755,96856;;;;;
30055,06664;;;;;
30681,77567;;;;;
31182,32664;;;;;
32457,64823;;;;;
31340,71992;;;;;
32149,4611;;;;;
31694,46355;;;;;
30496,22104;;;;;
28808,39027;;;;;
29282,66484;;;;;
28694,35422;;;;;
27959,96239;;;;;
29563,47839;;;;;
27862,34806;;;;;
29711,12152;;;;;
26520,27905;;;;;
31835,36464;;;;;
31913,51048;;;;;
27139,55423;;;;;
28488,88006;;;;;
31885,95818;;;;;
30088,72514;;;;;
29762,87096;;;;;
27156,07494;;;;;
26521,06352;;;;;
28993,04531;;;;;
27869,58134;;;;;
32449,3955;;;;;
29175,5473;;;;;
29720,76301;;;;;
29613,66518;;;;;
30028,29814;;;;;
30093,92786;;;;;
31482,88791;;;;;
30493,63949;;;;;
29065,89478;;;;;
26998,66692;;;;;
30463,63315;;;;;
30643,49579;;;;;
31421,91953;;;;;
29844,85541;;;;;
27798,30954;;;;;
33222,74319;;;;;
32425,55622;;;;;
31829,21846;;;;;
29563,24842;;;;;
31049,91175;;;;;
32589,02204;;;;;
32303,0442;;;;;
29436,90124;;;;;
30689,46464;;;;;
29088,61304;;;;;
28134,51622;;;;;
32087,10294;;;;;
30379,34497;;;;;
29729,6285;;;;;
32240,91616;;;;;
30779,17591;;;;;
31801,90189;;;;;
29890,46576;;;;;
32461,4176;;;;;
31075,70654;;;;;
32593,17989;;;;;
30918,96206;;;;;
27778,7674;;;;;
26342,10737;;;;;
30619,15707;;;;;
30131,24496;;;;;
29270,91834;;;;;
31320,65826;;;;;
31694,06611;;;;;
32306,63071;;;;;
30401,86669;;;;;
30669,15822;;;;;
31340,01727;;;;;
31175,36005;;;;;
30940,32581;;;;;
31077,62887;;;;;
26191,53062;;;;;
29444,40379;;;;;
30465,93615;;;;;
31364,52421;;;;;
27030,35197;;;;;
30731,88374;;;;;
26303,58067;;;;;
29452,31956;;;;;
30681,26554;;;;;
30993,78919;;;;;
31671,4308;;;;;
31233,57246;;;;;
28056,11479;;;;;
31929,68828;;;;;
29347,50253;;;;;
32737,83829;;;;;
25052,73771;;;;;
31814,0169;;;;;
27046,83451;;;;;
30060,09141;;;;;
31736,12269;;;;;
28458,70442;;;;;
28803,44829;;;;;
27946,28949;;;;;
31791,40593;;;;;
30092,8952;;;;;
29498,37366;;;;;
30485,69502;;;;;
27672,31557;;;;;
29615,15764;;;;;
31178,6834;;;;;
27521,07382;;;;;
29954,5047;;;;;
31601,97935;;;;;
30096,8359;;;;;
30963,00389;;;;;
31235,75201;;;;;
30535,18204;;;;;
28254,91416;;;;;
32348,84614;;;;;
29661,60751;;;;;
30933,93498;;;;;
28880,66196;;;;;
32078,02902;;;;;
29844,10891;;;;;
30121,68489;;;;;
28685,66023;;;;;
27069,16045;;;;;
29900,64791;;;;;
30287,25634;;;;;
27694,40099;;;;;
29291,16132;;;;;
30187,61594;;;;;
30053,42047;;;;;
31026,41512;;;;;
31886,82162;;;;;
29466,96157;;;;;
28728,46806;;;;;
27573,41756;;;;;
29920,73909;;;;;
27464,77127;;;;;
30486,09296;;;;;
29707,09554;;;;;
28236,58625;;;;;
29053,8282;;;;;
28181,96952;;;;;
31406,29762;;;;;
30373,10932;;;;;
29807,26957;;;;;
27999,07182;;;;;
28832,70936;;;;;
30319,73301;;;;;
32532,91648;;;;;
30734,31377;;;;;
31380,09934;;;;;
30835,46805;;;;;
29209,93934;;;;;
28787,54926;;;;;
29559,23235;;;;;
32668,40223;;;;;
31631,34436;;;;;
28652,71438;;;;;
25272,16594;;;;;
28487,05919;;;;;
31387,43403;;;;;
28729,81998;;;;;
28833,19294;;;;;
30729,08982;;;;;
31037,03531;;;;;
30987,89713;;;;;
31395,92634;;;;;
30982,63193;;;;;
29823,70972;;;;;
30567,38993;;;;;
30418,26389;;;;;
29239,90022;;;;;
31960,51682;;;;;
31990,14134;;;;;
30524,41775;;;;;
30988,5424;;;;;
30113,48843;;;;;
31168,63245;;;;;
30169,28757;;;;;
31466,77516;;;;;
30891,519;;;;;
33049,65354;;;;;
29715,2903;;;;;
28812,3311;;;;;
31694,17603;;;;;
30058,49603;;;;;
31349,81271;;;;;
30279,15012;;;;;
28100,1549;;;;;
31561,93042;;;;;
31055,53864;;;;;
29490,01577;;;;;
29714,59042;;;;;
28930,29497;;;;;
30144,71474;;;;;
29485,26572;;;;;
30479,75332;;;;;
29193,95916;;;;;
28813,50865;;;;;
31312,44855;;;;;
30927,77434;;;;;
27976,59013;;;;;
32654,22456;;;;;
27364,68202;;;;;
30185,62888;;;;;
30420,34786;;;;;
27679,21606;;;;;
31783,51486;;;;;
31996,99741;;;;;
30509,27152;;;;;
27604,99094;;;;;
27495,32799;;;;;
28960,41528;;;;;
27193,4928;;;;;
32052,1461;;;;;
31473,96964;;;;;
31364,35677;;;;;
29430,73458;;;;;
30378,61701;;;;;
32307,52075;;;;;
29090,61735;;;;;
28525,21506;;;;;
30821,64513;;;;;
29862,60232;;;;;
29753,30216;;;;;
26626,82729;;;;;
29301,20615;;;;;
29673,54005;;;;;
29731,48546;;;;;
29014,08407;;;;;
32528,06856;;;;;
29473,8325;;;;;
30818,4653;;;;;
31253,31039;;;;;
29508,60163;;;;;
31713,8771;;;;;
29632,83382;;;;;
30807,50819;;;;;
29020,26548;;;;;
30789,34781;;;;;
31215,98777;;;;;
29929,56246;;;;;
28758,68158;;;;;
25306,4698;;;;;
27242,66449;;;;;
30907,30418;;;;;
28454,81605;;;;;
28973,95544;;;;;
28790,54779;;;;;
30150,30486;;;;;
29534,63056;;;;;
30163,47292;;;;;
28982,51311;;;;;
26229,50137;;;;;
30684,58545;;;;;
28706,56454;;;;;
29922,24445;;;;;
28548,67692;;;;;
27652,03135;;;;;
29529,59508;;;;;
27685,32393;;;;;
29637,99508;;;;;
29374,19651;;;;;
27694,06258;;;;;
30066,60611;;;;;
29243,60151;;;;;
31963,63274;;;;;
28880,42895;;;;;
32029,82718;;;;;
30074,29779;;;;;
30579,9444;;;;;
29300,52911;;;;;
30418,85915;;;;;
29393,65745;;;;;
30954,70514;;;;;
28599,12642;;;;;
30347,92933;;;;;
30273,56544;;;;;
29900,70658;;;;;
29486,07895;;;;;
29943,20923;;;;;
31002,12884;;;;;
33683,01756;;;;;
32364,7486;;;;;
26482,24168;;;;;
28479,74898;;;;;
28652,93399;;;;;
32699,0647;;;;;
27955,40401;;;;;
29487,70942;;;;;
30484,5486;;;;;
30816,04103;;;;;
30989,23734;;;;;
30046,05344;;;;;
29165,22135;;;;;
29497,34037;;;;;
