337097,1702;;BEST;WORST;AVG;STD
346774,459;;;;;
325798,4558;;;;;
362038,8304;;;;;
350946,0282;;;;;
342923,5423;;;;;
352386,3641;;;;;
330450,1882;;;;;
345426,4263;;;;;
329803,3524;;;;;
307874,925;;;;;
325395,1104;;;;;
331207,8247;;;;;
360904,979;;;;;
354847,5681;;;;;
354336,9895;;;;;
338195,4774;;;;;
342174,161;;;;;
355306,622;;;;;
349040,4637;;;;;
341626,5564;;;;;
336132,7846;;;;;
323684,3906;;;;;
328781,679;;;;;
324829,6821;;;;;
353834,5546;;;;;
335238,4276;;;;;
338883,4454;;;;;
346466,7559;;;;;
327569,4315;;;;;
348576,3095;;;;;
348278,9886;;;;;
325026,8725;;;;;
359589,6991;;;;;
325999,9157;;;;;
347759,2351;;;;;
332690,3784;;;;;
317219,668;;;;;
352161,8078;;;;;
324495,8529;;;;;
344980,4677;;;;;
344214,4853;;;;;
343743,3302;;;;;
332161,7584;;;;;
338626,0362;;;;;
333946,9205;;;;;
343439,8164;;;;;
341217,7768;;;;;
330848,0242;;;;;
345990,3258;;;;;
356454,9513;;;;;
357617,4373;;;;;
344555,1513;;;;;
329612,172;;;;;
340166,303;;;;;
331022,028;;;;;
342555,2527;;;;;
336225,8664;;;;;
346300,0634;;;;;
346824,7302;;;;;
316278,9551;;;;;
316720,5334;;;;;
343458,9198;;;;;
299096,369;;;;;
341113,9322;;;;;
350624,6498;;;;;
373982,2058;;;;;
322676,0777;;;;;
331432,0607;;;;;
326001,1927;;;;;
326484,281;;;;;
352653,7983;;;;;
341830,712;;;;;
358547,7685;;;;;
339258,0327;;;;;
328684,9489;;;;;
325101,9265;;;;;
347691,5914;;;;;
325529,3034;;;;;
343454,4856;;;;;
329457,8776;;;;;
346579,9158;;;;;
321806,5199;;;;;
322174,7146;;;;;
342211,1461;;;;;
334427,8428;;;;;
352125,8518;;;;;
327321,3185;;;;;
334697,2525;;;;;
320990,6038;;;;;
331510,6341;;;;;
325105,9376;;;;;
334103,2155;;;;;
331303,8346;;;;;
352267,0478;;;;;
335492,8143;;;;;
336693,445;;;;;
325091,8484;;;;;
346462,67;;;;;
345764,2969;;;;;
332561,7741;;;;;
355735,3926;;;;;
311179,763;;;;;
364723,7852;;;;;
340685,2958;;;;;
340664,8867;;;;;
361365,4269;;;;;
314904,475;;;;;
338264,7827;;;;;
344708,4962;;;;;
327387,2677;;;;;
319070,6609;;;;;
340507,1791;;;;;
325099,8851;;;;;
343098,9926;;;;;
326726,4084;;;;;
345539,9882;;;;;
331901,6181;;;;;
331564,6776;;;;;
343009,4355;;;;;
365684,2864;;;;;
355362,4565;;;;;
339336,3346;;;;;
340825,4634;;;;;
353029,6135;;;;;
334936,5934;;;;;
344271,2124;;;;;
355992,4118;;;;;
337162,6028;;;;;
342948,0211;;;;;
343827,9091;;;;;
325005,0594;;;;;
345119,3048;;;;;
327028,6173;;;;;
322355,3387;;;;;
332684,8115;;;;;
325772,7194;;;;;
344000,3767;;;;;
337976,7239;;;;;
357755,0404;;;;;
338088,3628;;;;;
340984,0587;;;;;
338602,1638;;;;;
326877,6979;;;;;
346615,9825;;;;;
340062,1153;;;;;
346463,6823;;;;;
336320,5971;;;;;
341851,4841;;;;;
341897,7692;;;;;
343977,1628;;;;;
348574,9169;;;;;
341961,4059;;;;;
341394,5239;;;;;
351142,892;;;;;
331337,7231;;;;;
349879,2096;;;;;
336971,5855;;;;;
332424,8658;;;;;
331455,3601;;;;;
340015,574;;;;;
340947,074;;;;;
342313,7185;;;;;
335980,7186;;;;;
309194,0823;;;;;
354691,1066;;;;;
349803,7963;;;;;
352432,1804;;;;;
351343,1646;;;;;
340002,2688;;;;;
344012,8242;;;;;
351843,2791;;;;;
351807,3323;;;;;
339539,7578;;;;;
335372,6795;;;;;
337664,6011;;;;;
332236,7897;;;;;
344942,8548;;;;;
343202,0784;;;;;
334207,7052;;;;;
353235,0565;;;;;
347824,2936;;;;;
339952,7678;;;;;
341599,1917;;;;;
364161,8235;;;;;
327184,0869;;;;;
351866,8941;;;;;
345105,8262;;;;;
336384,4537;;;;;
341651,6708;;;;;
323275,7349;;;;;
346592,6033;;;;;
327807,4128;;;;;
350379,9351;;;;;
329444,2164;;;;;
344304,0246;;;;;
343938,2338;;;;;
342099,6391;;;;;
352609,8967;;;;;
321777,8742;;;;;
357608,1603;;;;;
337500,0352;;;;;
327789,6065;;;;;
342016,808;;;;;
343035,0462;;;;;
349655,7673;;;;;
331960,1632;;;;;
347627,5865;;;;;
353412,5619;;;;;
343769,5862;;;;;
348442,0367;;;;;
328435,0299;;;;;
369712,713;;;;;
333013,6772;;;;;
368178,2866;;;;;
349064,0324;;;;;
345006,5949;;;;;
353170,1664;;;;;
348858,786;;;;;
347210,6877;;;;;
332968,6008;;;;;
343667,905;;;;;
362614,1521;;;;;
331341,6463;;;;;
339010,0463;;;;;
344016,7418;;;;;
317312,452;;;;;
328152,8272;;;;;
345818,603;;;;;
341602,1874;;;;;
348666,2885;;;;;
333343,1218;;;;;
352201,6281;;;;;
332403,6926;;;;;
354805,0386;;;;;
346120,6129;;;;;
346081,272;;;;;
331689,7123;;;;;
351840,2979;;;;;
362535,7438;;;;;
341500,8122;;;;;
334860,0746;;;;;
345102,7624;;;;;
350387,5713;;;;;
330897,4976;;;;;
355002,5933;;;;;
338522,392;;;;;
343209,1772;;;;;
332418,6858;;;;;
353573,6338;;;;;
349346,8985;;;;;
337696,3093;;;;;
364477,0746;;;;;
321025,5574;;;;;
301300,438;;;;;
341111,4176;;;;;
342166,3979;;;;;
322816,5411;;;;;
357385,3255;;;;;
325148,7632;;;;;
360531,3406;;;;;
341348,6533;;;;;
358425,6191;;;;;
348168,2106;;;;;
341059,1035;;;;;
321371,5078;;;;;
313272,9487;;;;;
369853,5127;;;;;
346781,4915;;;;;
335544,1805;;;;;
346746,8533;;;;;
295880,8444;;;;;
361498,7617;;;;;
354600,6166;;;;;
340565,453;;;;;
336710,6071;;;;;
315425,3842;;;;;
336024,5224;;;;;
366842,1505;;;;;
353318,725;;;;;
342660,8958;;;;;
353838,014;;;;;
331713,9175;;;;;
338822,5718;;;;;
352522,7238;;;;;
334183,9061;;;;;
334473,2523;;;;;
347488,9807;;;;;
346872,394;;;;;
358046,7064;;;;;
324254,776;;;;;
346905,2591;;;;;
359564,1793;;;;;
336491,8523;;;;;
335164,6905;;;;;
348048,821;;;;;
329131,8166;;;;;
343100,9768;;;;;
308789,9149;;;;;
344809,4388;;;;;
335872,0377;;;;;
356491,8336;;;;;
346833,6265;;;;;
338993,189;;;;;
323255,5945;;;;;
338068,4521;;;;;
321435,9621;;;;;
325342,6386;;;;;
347325,8437;;;;;
343706,5939;;;;;
338257,7465;;;;;
331165,295;;;;;
335636,9676;;;;;
327034,9001;;;;;
338877,1086;;;;;
337473,4909;;;;;
348723,473;;;;;
326892,2172;;;;;
337878,714;;;;;
334341,6888;;;;;
341661,0589;;;;;
364255,9839;;;;;
362855,3679;;;;;
359730,1745;;;;;
326948,1951;;;;;
342330,0282;;;;;
351876,9765;;;;;
342677,5921;;;;;
334002,8908;;;;;
340455,7013;;;;;
343931,5874;;;;;
338194,8347;;;;;
330356,3156;;;;;
353563,1088;;;;;
322575,3219;;;;;
334402,6955;;;;;
341033,1157;;;;;
327640,6199;;;;;
312957,018;;;;;
332769,0848;;;;;
327543,9066;;;;;
350880,1022;;;;;
334766,9875;;;;;
359344,3213;;;;;
323229,2892;;;;;
354616,9388;;;;;
324564,9091;;;;;
346992,1382;;;;;
355728,8192;;;;;
339837,4487;;;;;
343777,6243;;;;;
341031,6118;;;;;
309991,3934;;;;;
334920,5247;;;;;
337757,6144;;;;;
333799,5736;;;;;
338018,6517;;;;;
327929,006;;;;;
330433,9477;;;;;
350576,1025;;;;;
326634,4434;;;;;
332650,5296;;;;;
341602,1794;;;;;
325152,7361;;;;;
353519,8155;;;;;
341288,708;;;;;
343431,6444;;;;;
358732,02;;;;;
324877,7097;;;;;
354586,2931;;;;;
341036,86;;;;;
334312,3183;;;;;
331791,8625;;;;;
355153,7861;;;;;
331549,7292;;;;;
341961,108;;;;;
349777,667;;;;;
339175,7176;;;;;
327879,3632;;;;;
325745,0712;;;;;
351962,3835;;;;;
349061,7014;;;;;
345944,1037;;;;;
354447,6426;;;;;
346187,0671;;;;;
339113,9587;;;;;
327875,8263;;;;;
346011,6863;;;;;
354608,2969;;;;;
316250,5555;;;;;
342947,2696;;;;;
346551,629;;;;;
315933,7801;;;;;
334862,797;;;;;
351257,0301;;;;;
327958,8867;;;;;
340226,0359;;;;;
359038,7643;;;;;
324337,7061;;;;;
341835,8139;;;;;
345741,6749;;;;;
335035,9556;;;;;
339417,1598;;;;;
350766,5067;;;;;
348795,6454;;;;;
346962,9055;;;;;
334746,8082;;;;;
367998,1046;;;;;
330425,723;;;;;
345531,5835;;;;;
353276,0767;;;;;
332999,5285;;;;;
352172,2088;;;;;
327713,1047;;;;;
341742,2156;;;;;
351170,4203;;;;;
346313,0235;;;;;
336995,2503;;;;;
345128,9241;;;;;
343035,8572;;;;;
333197,7855;;;;;
340997,9801;;;;;
376634,4505;;;;;
350947,048;;;;;
336641,7539;;;;;
337631,0387;;;;;
330616,7755;;;;;
324375,91;;;;;
355799,3002;;;;;
341927,6646;;;;;
345362,9351;;;;;
318834,8078;;;;;
343831,4514;;;;;
327447,2353;;;;;
352787,5818;;;;;
338475,8666;;;;;
323684,8184;;;;;
311582,1193;;;;;
340683,5645;;;;;
328827,9411;;;;;
346762,8673;;;;;
342699,8223;;;;;
335959,7606;;;;;
333049,0359;;;;;
352884,2903;;;;;
333226,9507;;;;;
341674,2546;;;;;
337926,4652;;;;;
354875,0892;;;;;
349143,7313;;;;;
350073,8441;;;;;
351833,8746;;;;;
325662,1784;;;;;
332706,2236;;;;;
351887,1528;;;;;
356230,4861;;;;;
328128,6212;;;;;
355034,2802;;;;;
353528,9031;;;;;
340235,0086;;;;;
343235,2265;;;;;
365725,8157;;;;;
352030,1276;;;;;
335744,6183;;;;;
338243,6598;;;;;
333964,3754;;;;;
347571,5499;;;;;
344007,3701;;;;;
353330,2519;;;;;
360595,5367;;;;;
327147,436;;;;;
312940,0488;;;;;
345167,6507;;;;;
329684,8799;;;;;
