PopSize: 400 MutationProb: 0,4 CrossoverProb: 0,7 GenCount: 500 Tour: 8; Best; Avg; Worst;
1; 143249,739395142; 161001,337985859; 180459,125549316;
2; 134476,390014648; 154126,895845127; 178360,083297729;
3; 134476,390014648; 148307,939429221; 168389,813812256;
4; 125448,221191406; 143498,364766531; 167149,761795044;
5; 125448,221191406; 138481,005067191; 159814,07522583;
6; 121756,035202026; 134751,72785953; 154780,446228027;
7; 119054,902816772; 131512,453313122; 149368,799087524;
8; 116314,075668335; 128683,608518; 145070,301345825;
9; 110516,655670166; 124394,633658547; 147681,287689209;
10; 110516,655670166; 119684,025756207; 134580,712356567;
11; 107040,666244507; 117575,892711487; 129042,097000122;
12; 107040,666244507; 115453,192378483; 128519,188339233;
13; 105487,507400513; 113811,797942286; 125488,256744385;
14; 103306,0131073; 110798,978243556; 122395,970489502;
15; 101704,585723877; 108236,695736871; 121142,013641357;
16; 99950,0256652832; 106613,341511726; 121078,926589966;
17; 99201,4136123657; 105049,424907255; 115109,245147705;
18; 96611,1967315674; 104508,672139773; 119824,947860718;
19; 94638,7751312256; 103261,703994584; 117919,390975952;
20; 94638,7751312256; 101046,505534248; 113880,535720825;
21; 92441,0393066406; 99264,6639871454; 113069,292251587;
22; 92055,8155822754; 97948,0802188778; 114789,142562866;
23; 91094,5733642578; 97218,9493727016; 115888,309738159;
24; 88630,413848877; 96780,2893884993; 110539,928359985;
25; 88033,0316314697; 95254,0751367378; 108517,293319702;
26; 87600,636680603; 94337,6248014832; 111438,820388794;
27; 85806,6363525391; 92341,3265009308; 104949,897468567;
28; 82878,0062484741; 91740,5563517571; 105160,491928101;
29; 82878,0062484741; 90615,2404617882; 107679,422073364;
30; 82878,0062484741; 89478,1874309063; 106700,954872131;
31; 80699,3729171753; 88444,2574608326; 103647,333534241;
32; 80699,3729171753; 85229,3524923897; 97030,8618011475;
33; 77196,7848434448; 84371,2540954542; 93130,0534133911;
34; 77196,7848434448; 84814,332458601; 93650,7759628296;
35; 77132,2416610718; 83870,6439421272; 96083,0955734253;
36; 75773,022605896; 81396,5903493881; 92727,9146652222;
37; 74759,3097763062; 79833,6113410187; 89491,3824996948;
38; 74759,3097763062; 79422,5377242184; 89172,2533950806;
39; 74557,4153060913; 78962,1992921257; 90137,9250717163;
40; 72179,1306686401; 78051,8823333168; 87861,7576675415;
41; 72060,857383728; 76769,5414492989; 87810,3534927368;
42; 71608,4560070038; 75159,9442689371; 85684,4489212036;
43; 70701,0366439819; 73581,1229256964; 80611,7201766968;
44; 69480,678276062; 73041,4567771578; 80595,4087142944;
45; 69064,0855331421; 72140,605375123; 87614,7236328125;
46; 69003,9953842163; 72216,4919251394; 83903,0299301147;
47; 67496,3610992432; 71799,2517134237; 82382,6387863159;
48; 67496,3610992432; 71450,6468589974; 80781,6975021362;
49; 67368,8285217285; 71108,6575122738; 84080,3377609253;
50; 66926,8411483765; 71535,5770404339; 80689,8135299683;
51; 66256,3919067383; 70463,9243177652; 82179,367477417;
52; 65261,1896591187; 69965,4177805328; 81379,330619812;
53; 65261,1896591187; 69875,9340910101; 80067,1958084106;
54; 65232,2892684937; 69873,8926245785; 80343,3176040649;
55; 65151,0198059082; 69243,4577033234; 80695,1024398804;
56; 64533,0669250488; 68769,254754386; 78113,5162658691;
57; 62644,9223709106; 68106,7925416899; 78255,7803573608;
58; 62644,9223709106; 68189,4260445118; 81463,476600647;
59; 62228,9215164185; 67853,2877357674; 79101,3968238831;
60; 61836,7741775513; 67515,2244648457; 80108,3149642944;
61; 61836,7741775513; 66221,0927311897; 75670,0076675415;
62; 61712,9617385864; 64750,6636022758; 75785,8672485352;
63; 60365,3332901001; 64296,3854778147; 72914,2421951294;
64; 59862,6285476685; 64141,123599143; 74376,6979980469;
65; 59776,5584793091; 63774,1582437611; 72922,8957290649;
66; 59367,6669692993; 63085,8828779745; 74045,072303772;
67; 59367,6669692993; 62467,2809757328; 72339,5021896362;
68; 59265,412940979; 61794,03245718; 70249,8176040649;
69; 59138,0134963989; 61621,8711902618; 71805,0980758667;
70; 58512,0204086304; 61530,1778781509; 71413,3271408081;
71; 58512,0204086304; 61628,7130575466; 69634,0232925415;
72; 58313,9043960571; 61194,1001631737; 72018,9070968628;
73; 57492,4631271362; 60962,8024711752; 70941,6284561157;
74; 57394,6614151001; 61345,552349124; 72314,8387832642;
75; 57095,6467666626; 61350,4546721649; 71874,8543624878;
76; 56790,1391983032; 60203,210958395; 69902,8122634888;
77; 56619,2513656616; 59955,4092166805; 72851,1291122437;
78; 56535,0367507935; 60553,3184299612; 71435,5608596802;
79; 55707,0105781555; 60559,5092464256; 70763,1708297729;
80; 55569,0258979797; 60405,9142267275; 69948,890045166;
81; 54567,3958930969; 60072,4081532669; 71954,9438247681;
82; 54453,4319190979; 58771,0572468042; 68758,3742904663;
83; 54209,4855079651; 57276,9948564911; 66284,6608009338;
84; 53619,0865211487; 57357,995280323; 66213,188205719;
85; 53408,786945343; 56888,1384594917; 66379,6726417542;
86; 53408,786945343; 56678,1226325512; 68743,902217865;
87; 53240,8300209045; 55498,3796719074; 65593,4359397888;
88; 52928,6409492493; 54796,5217190695; 63388,1358070374;
89; 52898,8269386292; 54488,6254472303; 60907,76379776;
