176120,6047;;BEST;WORST;AVG;STD
184892,8919;;135121;199624;171092;8201
173799,3416;;;;;
164606,6173;;;;;
156599,6124;;;;;
168523,8542;;;;;
183192,8143;;;;;
162195,7323;;;;;
164252,9672;;;;;
163286,8907;;;;;
155451,0161;;;;;
169762,827;;;;;
166742,4008;;;;;
161111,7733;;;;;
179196,6167;;;;;
160983,9263;;;;;
174667,4874;;;;;
158180,2365;;;;;
165484,4133;;;;;
168547,2083;;;;;
167894,5519;;;;;
170165,9358;;;;;
156395,4519;;;;;
183219,3528;;;;;
167121,4839;;;;;
176335,6199;;;;;
181657,8494;;;;;
184655,2415;;;;;
169366,4273;;;;;
169559,0403;;;;;
179096,1127;;;;;
172556,0841;;;;;
179330,7364;;;;;
170346,5634;;;;;
177928,4725;;;;;
172758,8112;;;;;
169072,82;;;;;
183373,6872;;;;;
173438,3005;;;;;
161129,6614;;;;;
168073,3764;;;;;
184108,1562;;;;;
169431,7346;;;;;
184489,2115;;;;;
168030,804;;;;;
173913,1279;;;;;
166648,7123;;;;;
166135,7305;;;;;
166472,842;;;;;
177245,3632;;;;;
169222,9194;;;;;
176280,4991;;;;;
164462,646;;;;;
170683,8511;;;;;
171734,9686;;;;;
153854,145;;;;;
163120,4307;;;;;
169783,5144;;;;;
166537,5879;;;;;
163314,4779;;;;;
165366,8973;;;;;
191140,573;;;;;
161931,1889;;;;;
160596,1276;;;;;
172811,1447;;;;;
168589,365;;;;;
182424,9824;;;;;
174950,5295;;;;;
165832,6487;;;;;
176021,0557;;;;;
166235,099;;;;;
167710,8572;;;;;
151438,8125;;;;;
175108,2882;;;;;
170056,163;;;;;
166589,9379;;;;;
179731,7491;;;;;
173058,8851;;;;;
164513,4708;;;;;
179346,6393;;;;;
174012,5862;;;;;
180820,1416;;;;;
187119,6342;;;;;
160249,5737;;;;;
159062,9162;;;;;
168957,071;;;;;
164241,4254;;;;;
166249,8239;;;;;
165105,5021;;;;;
183937,2588;;;;;
177083,555;;;;;
174294,7114;;;;;
171111,2368;;;;;
174221,2284;;;;;
152063,5206;;;;;
179799,5963;;;;;
181956,9624;;;;;
175875,3889;;;;;
162279,1465;;;;;
180769,8243;;;;;
179679,3122;;;;;
160052,2949;;;;;
189288,1988;;;;;
174345,7242;;;;;
152104,8021;;;;;
169353,7211;;;;;
183918,3929;;;;;
178760,5596;;;;;
183260,456;;;;;
167359,3085;;;;;
162163,6865;;;;;
164848,0544;;;;;
153320,1782;;;;;
167276,7103;;;;;
176559,8419;;;;;
174826,0175;;;;;
170065,8629;;;;;
177897,1683;;;;;
180686,2881;;;;;
154147,9656;;;;;
166568,4097;;;;;
171466,4595;;;;;
175906,3708;;;;;
163388,0984;;;;;
174967,6541;;;;;
161720,9119;;;;;
163224,5026;;;;;
177432,6626;;;;;
161452,6808;;;;;
177648,6113;;;;;
164129,2192;;;;;
173025,3675;;;;;
174206,2116;;;;;
180464,2902;;;;;
167324,6665;;;;;
176570,0143;;;;;
173090,7951;;;;;
162054,0828;;;;;
186185,8302;;;;;
190804,3203;;;;;
162666,6412;;;;;
174821,9432;;;;;
187300,5295;;;;;
157359,8809;;;;;
170032,8487;;;;;
163715,066;;;;;
179663,8889;;;;;
164008,5426;;;;;
172600,4926;;;;;
175463,4429;;;;;
192300,8618;;;;;
185380,8204;;;;;
176399,6745;;;;;
177426,3471;;;;;
172774,0576;;;;;
176067,4868;;;;;
177609,3553;;;;;
164278,6321;;;;;
164916,9498;;;;;
169441,8488;;;;;
175411,9105;;;;;
171953,7882;;;;;
166759,2616;;;;;
169208,8392;;;;;
168918,4167;;;;;
164376,7033;;;;;
164266,365;;;;;
173534,643;;;;;
171267,4175;;;;;
193552,1534;;;;;
180576,389;;;;;
169528,2438;;;;;
157954,1488;;;;;
170077,0275;;;;;
166577,6867;;;;;
176397,7255;;;;;
149068,0915;;;;;
171372,2951;;;;;
175926,356;;;;;
178046,8741;;;;;
188112,1127;;;;;
174013,6165;;;;;
164682,3834;;;;;
185974,2053;;;;;
175607,9221;;;;;
172067,0744;;;;;
171291,7612;;;;;
168081,8125;;;;;
176365,8975;;;;;
171553,5444;;;;;
160123,0054;;;;;
160592,8464;;;;;
167186,2898;;;;;
176332,1786;;;;;
168079,7461;;;;;
169153,344;;;;;
177755,3733;;;;;
159541,2955;;;;;
180969,7741;;;;;
176088,3899;;;;;
164036,0015;;;;;
184002,3107;;;;;
160983,283;;;;;
173313,4956;;;;;
174722,3702;;;;;
178046,4776;;;;;
167740,7881;;;;;
165551,4412;;;;;
171945,8927;;;;;
175437,2696;;;;;
157476,1728;;;;;
171578,1192;;;;;
174881,1359;;;;;
158623,9537;;;;;
160522,4179;;;;;
170282,6604;;;;;
168293,1948;;;;;
159726,4966;;;;;
149631,0389;;;;;
176901,9124;;;;;
168842,127;;;;;
162225,1194;;;;;
185975,5138;;;;;
171622,0173;;;;;
160013,5033;;;;;
180933,3471;;;;;
165823,1803;;;;;
174489,9603;;;;;
176630,7191;;;;;
166018,1047;;;;;
174072,1639;;;;;
152699,9685;;;;;
167098,2043;;;;;
176523,4397;;;;;
173153,5374;;;;;
167006,455;;;;;
156812,9628;;;;;
173268,9768;;;;;
158438,7426;;;;;
155908,76;;;;;
160730,65;;;;;
167798,9969;;;;;
160020,9014;;;;;
157662,8503;;;;;
150605,9332;;;;;
172088,1729;;;;;
173705,6412;;;;;
179335,5363;;;;;
163857,9328;;;;;
180606,475;;;;;
164583,586;;;;;
163820,4252;;;;;
169591,4972;;;;;
179310,8368;;;;;
173385,4609;;;;;
171089,4008;;;;;
162702,7922;;;;;
166236,1668;;;;;
174781,8645;;;;;
156522,7033;;;;;
167127,3319;;;;;
177218,9557;;;;;
166353,7706;;;;;
167336,1176;;;;;
175364,5847;;;;;
176607,7078;;;;;
160086,4748;;;;;
166096,3228;;;;;
